clip_id,asset_id,motion_id,episode_len_steps,success,terminated,max_gt_error,mean_gt_error,mean_gr_error
000362,male_0d2e4580,640,198,1,0,0.08997346460819244,0.06048845872282982,0.14709998667240143
000438,male_0d2e4580,672,198,1,0,0.07899773120880127,0.05970583111047745,0.1453828364610672
000516,male_0d2e4580,704,198,1,0,0.16723695397377014,0.09624725580215454,0.16728557646274567
000522,male_0d2e4580,736,198,1,0,0.13886359333992004,0.0715976282954216,0.19407090544700623
000523,male_0d2e4580,768,198,1,0,0.18151657283306122,0.12501829862594604,0.2097877860069275
000537,male_0d2e4580,800,198,1,0,0.13517683744430542,0.10652429610490799,0.13889583945274353
000542,male_0d2e4580,832,198,1,0,0.1809617280960083,0.08587397634983063,0.1687384843826294
000556,male_0d2e4580,864,198,1,0,0.3060235381126404,0.12447522580623627,0.2102525532245636
000615,male_0d2e4580,896,198,1,0,0.13226644694805145,0.08974505215883255,0.16716396808624268
000654,male_0d2e4580,928,198,1,0,0.2353234887123108,0.09362237900495529,0.1824287325143814
000691,male_0d2e4580,960,198,1,0,0.1281346082687378,0.08962095528841019,0.19012385606765747
000712,male_0d2e4580,992,198,1,0,0.16656284034252167,0.09469727426767349,0.18986858427524567
000716,male_0d2e4580,1024,198,1,0,0.14096812903881073,0.07974068075418472,0.15073925256729126
000778,male_0d2e4580,1056,198,1,0,0.16928377747535706,0.10265364497900009,0.1569710671901703
000785,male_0d2e4580,1088,198,1,0,0.07211591303348541,0.05874112248420715,0.1464082896709442
000801,male_0d2e4580,1120,198,1,0,0.1449056714773178,0.09409718215465546,0.15181255340576172
000890,male_0d2e4580,1152,198,1,0,0.13946430385112762,0.0753251314163208,0.18666407465934753
000897,male_0d2e4580,1184,198,1,0,0.3081706762313843,0.1888551414012909,0.512493371963501
000978,male_0d2e4580,1216,198,1,0,0.1830100119113922,0.10336451977491379,0.14973963797092438
000980,male_0d2e4580,1248,198,1,0,0.2949274480342865,0.15798592567443848,0.2745908796787262
000984,male_0d2e4580,1280,198,1,0,0.14661246538162231,0.0815448984503746,0.16228796541690826
001019,male_0d2e4580,1312,198,1,0,0.09562784433364868,0.0762634202837944,0.2062438428401947
001036,male_0d2e4580,1344,198,1,0,0.12180917710065842,0.07474645227193832,0.15042884647846222
001079,male_0d2e4580,1376,198,1,0,0.09369121491909027,0.0652194395661354,0.17763815820217133
001081,male_0d2e4580,1408,198,1,0,0.1979668140411377,0.08900468796491623,0.14481143653392792
001111,male_0d2e4580,1440,198,1,0,0.1834884136915207,0.11296060681343079,0.21950219571590424
001154,male_0d2e4580,1472,198,1,0,0.15943090617656708,0.08845404535531998,0.14284631609916687
001200,male_0d2e4580,1504,198,1,0,0.1964791864156723,0.09092588722705841,0.1580008715391159
001208,male_0d2e4580,1536,198,1,0,0.1720353364944458,0.09367044270038605,0.17479270696640015
001220,male_0d2e4580,1568,198,1,0,0.21452239155769348,0.09216206520795822,0.19020625948905945
001243,male_0d2e4580,1600,198,1,0,0.09280183166265488,0.06380075216293335,0.16753710806369781
001247,male_0d2e4580,1632,198,1,0,0.23377063870429993,0.10101554542779922,0.17033866047859192
001255,male_0d2e4580,1664,198,1,0,0.19499985873699188,0.10599725693464279,0.20911218225955963
001261,male_0d2e4580,1696,198,1,0,0.16674475371837616,0.09583286195993423,0.18189823627471924
001270,male_0d2e4580,1728,198,1,0,0.09472393244504929,0.0727655291557312,0.172690287232399
001284,male_0d2e4580,1760,198,1,0,0.1648171842098236,0.08312129229307175,0.18729466199874878
001300,male_0d2e4580,1792,198,1,0,0.18924860656261444,0.14248806238174438,0.2419939488172531
001311,male_0d2e4580,1824,198,1,0,0.24635325372219086,0.112224280834198,0.17210131883621216
001352,male_0d2e4580,1856,198,1,0,0.14344647526741028,0.07549477368593216,0.14984355866909027
001389,male_0d2e4580,1888,198,1,0,0.24908553063869476,0.1639176607131958,0.2960216701030731
001394,male_0d2e4580,1920,198,1,0,0.2919881343841553,0.11812454462051392,0.1633710414171219
001397,male_0d2e4580,1952,198,1,0,0.12135358899831772,0.08852750808000565,0.169182687997818
001421,male_0d2e4580,1984,198,1,0,0.14318802952766418,0.08922438323497772,0.2007768452167511
001424,male_0d2e4580,2016,198,1,0,0.07724907994270325,0.06431408226490021,0.21428880095481873
001431,male_0d2e4580,2048,198,1,0,0.31934916973114014,0.2548581063747406,0.2577592134475708
001500,male_0d2e4580,2080,198,1,0,0.31194448471069336,0.17941199243068695,0.4684942960739136
001510,male_0d2e4580,2112,198,1,0,0.11297439783811569,0.06945078074932098,0.18457144498825073
001517,male_0d2e4580,2144,198,1,0,0.08172087371349335,0.07003771513700485,0.18282388150691986
001540,male_0d2e4580,2176,198,1,0,0.08126628398895264,0.06531617790460587,0.15420357882976532
001544,male_0d2e4580,2208,198,1,0,0.2271171510219574,0.10803160816431046,0.19503717124462128
001552,male_0d2e4580,2240,198,1,0,0.1185324490070343,0.07376454025506973,0.1523151695728302
001668,male_0d2e4580,2272,198,1,0,0.08095241338014603,0.070809505879879,0.20765548944473267
001684,male_0d2e4580,2304,198,1,0,0.14119255542755127,0.07718344032764435,0.19045518338680267
001709,male_0d2e4580,2336,198,1,0,0.1597137749195099,0.09523095190525055,0.17951355874538422
001724,male_0d2e4580,2368,198,1,0,0.10558038204908371,0.08508788049221039,0.15813089907169342
001727,male_0d2e4580,2400,198,1,0,0.14846262335777283,0.09414158761501312,0.17956854403018951
001748,male_0d2e4580,2432,198,1,0,0.1424761265516281,0.10309170931577682,0.1371636986732483
001767,male_0d2e4580,2464,198,1,0,0.07202295958995819,0.06189880892634392,0.15816356241703033
001789,male_0d2e4580,2496,198,1,0,0.10427555441856384,0.06594879180192947,0.148053377866745
001803,male_0d2e4580,2528,198,1,0,0.0957915410399437,0.07465613633394241,0.15964184701442719
001850,male_0d2e4580,2560,198,1,0,0.0906577929854393,0.06939199566841125,0.17281565070152283
001904,male_0d2e4580,2592,198,1,0,0.32003921270370483,0.12477114796638489,0.2333139330148697
001911,male_0d2e4580,2624,198,1,0,0.14482222497463226,0.0942106693983078,0.18168044090270996
001946,male_0d2e4580,2656,198,1,0,0.18860545754432678,0.11617323011159897,0.21401120722293854
001974,male_0d2e4580,2688,198,1,0,0.09289192408323288,0.0644146278500557,0.15323536098003387
002015,male_0d2e4580,2720,198,1,0,0.07297001779079437,0.06220444291830063,0.20547115802764893
002033,male_0d2e4580,2752,198,1,0,0.14064323902130127,0.08949127793312073,0.14170481264591217
002041,male_0d2e4580,2784,198,1,0,0.14135432243347168,0.10181190073490143,0.14453527331352234
002061,male_0d2e4580,2816,198,1,0,0.08457565307617188,0.06314363330602646,0.14577308297157288
002087,male_0d2e4580,2848,198,1,0,0.1826123595237732,0.11029312759637833,0.17416611313819885
002117,male_0d2e4580,2880,198,1,0,0.1159185990691185,0.09271066635847092,0.2033786177635193
002143,male_0d2e4580,2912,198,1,0,0.1517108976840973,0.07418329268693924,0.15303844213485718
002156,male_0d2e4580,2944,198,1,0,0.16658276319503784,0.10122352838516235,0.1807001233100891
002157,male_0d2e4580,2976,198,1,0,0.08276177197694778,0.0682845339179039,0.16444022953510284
002256,male_0d2e4580,3008,198,1,0,0.1824454963207245,0.09300172328948975,0.18385310471057892
002260,male_0d2e4580,3040,198,1,0,0.10260480642318726,0.06851108372211456,0.15512484312057495
002281,male_0d2e4580,3072,198,1,0,0.09201043844223022,0.06864561885595322,0.16510842740535736
